No.,EN Name,CN Name
1181,"Crouching Tiger, Hidden Dragon (USA) (En,Fr,Es)","卧虎藏龙 (美版) (En,Fr,Es)"
1182,DemiKids - Dark Version (USA),真女神转生-暗之书 (美版)
1183,DemiKids - Light Version (USA),真女神转生-光之书 (美版)
1184,"Barbie Horse Adventures (Europe) (En,Fr,De,Es,It,Nl)","巴比马术赛 (欧版) (En,Fr,De,Es,It,Nl)"
1185,Mega Man Battle Network 3 - Blue (Europe),洛克人战斗网络EXE3-蓝版 (欧版)
1186,Mermaid Melody - Pichi Pichi Pitch (Japan),人鱼的旋律 (日版)
1187,Bomber Man Jetters - Game Collection (Japan),炸弹人杰特斯游戏竞技 (日版)
1188,Mega Man Zero 2 (USA),洛克人ZERO2 (美版)
1189,Tak and the Power of Juju (USA),塔克和符咒的神力 (美版)
1190,Wagamama Fairy Mirumo de Pon! - Taisen Mahoudama (Japan),任性小妖精咪鲁摩-神奇彩球对战 (日版)
1191,Kawaii Pet Game Gallery (Japan),可爱小狗游戏合集 (日版)
1192,Matantei Loki Ragnarok - Gensou no Labyrinth (Japan),魔法侦探传奇-幻想之魔境 (日版)
1193,Super Mario Advance 4 - Super Mario Bros. 3 (USA),超级马里奥4 (美版)
1194,Teenage Mutant Ninja Turtles (USA),忍者神龟 (美版)
1195,Oriental Blue - Ao no Tengai (Japan),天外魔境-青之天外 (日版)
1196,"Power Rangers - Ninja Storm (Europe) (En,Fr,De)","鸟人战队-武士风暴 (欧版) (En,Fr,De)"
1197,"Banjo-Kazooie - Grunty's Revenge (Europe) (En,Fr,De)","琴音笛声-格兰蒂的复仇 (欧版) (En,Fr,De)"
1198,Legend of Dynamic Goushouden - Houkai no Rondo (Japan),豪翔传-崩界的轮舞曲 (日版)
1199,Super Duper Sumos (USA),超级笨蛋相扑手 (美版)
1200,"Bionicle (Europe) (En,Fr,De,Da)","生化战士 (欧版) (En,Fr,De,Da)"
1201,Disney Princesse (France),迪斯尼公主 (法版)
1202,Lizzie McGuire - On the Go! (USA),平民天后! (美版)
1203,"Top Gear Rally (Europe) (En,Fr,De,Es,It)","顶级拉力赛车 (欧版) (En,Fr,De,Es,It)"
1204,"Batman - Rise of Sin Tzu (USA) (En,Fr,Es)","蝙蝠侠-辛特组的复活 (美版) (En,Fr,Es)"
1205,"Lion King, The (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)","迪斯尼狮子王 (欧版) (En,Fr,De,Es,It,Nl,Sv,Da)"
1206,Spyro - Attack of the Rhynocs (USA),小龙斯派罗-瑞诺西斯的攻击 (美版)
1207,"Tony Hawk's Underground (USA, Europe)","托尼·霍克地下滑板1 (美版, 欧版)"
1208,Operation Armored Liberty (USA),反击捍卫自由 (美版)
1209,Mega Man Zero 2 (Europe),洛克人ZERO2 (欧版)
1210,Frogger's Journey - The Forgotten Relic (USA),青蛙冒险-古文明之谜 (美版)
1211,Top Gear Rally (USA),顶级拉力赛车 (美版)
1212,"Harry Potter - Quidditch World Cup (USA, Europe) (En,Fr,De,Es,It,Nl,Da)","哈里波特-魁地奇世界杯 (美版, 欧版) (En,Fr,De,Es,It,Nl,Da)"
1213,"Prince of Persia - The Sands of Time (USA) (En,Fr,Es)","波斯王子-时之沙 (美版) (En,Fr,Es)"
1214,SpongeBob SquarePants - Battle for Bikini Bottom (USA),超级海绵巴伯-比基尼岛的冒险 (美版)
1215,"Hugo - Bukkazoom! (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl)","瓢虫汽车赛! (欧版) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl)"
1216,"Fire Emblem (USA, Australia)","火炎之纹章-烈火之剑 (美版, 澳版)"
1217,"Lord of the Rings, The - The Return of the King (USA, Europe) (En,Fr,De,Es,It)","指环王-王者归临 (美版, 欧版) (En,Fr,De,Es,It)"
1218,"Pokemon - Sapphire Version (USA, Europe) (Rev 1)","口袋妖怪-蓝宝石V1.1版 (美版, 欧版) (Rev 1)"
1219,"FIFA Soccer 2004 (USA, Europe) (En,Fr,De,Es,It)","FIFA足球2004 (美版, 欧版) (En,Fr,De,Es,It)"
1220,"Sonic Pinball Party (Europe) (En,Ja,Fr,De,Es,It)","索尼克弹珠派对 (欧版) (En,Ja,Fr,De,Es,It)"
1221,Yu-Gi-Oh! - The Sacred Cards (USA),游戏王-神圣的卡片 (美版)
1222,Brother Bear (USA),迪斯尼小熊的兄弟们 (美版)
1223,"Pokemon - Ruby Version (USA, Europe) (Rev 1)","口袋妖怪-红宝石V1.1版 (美版, 欧版) (Rev 1)"
1224,"Fairly OddParents!, The - Breakin' da Rules (USA)",正义双亲之叛逆的惩罚 (美版)
1225,Dr. Seuss' The Cat in the Hat (USA),爱戴帽子的猫博士 (美版)
1226,"Pokemon Pinball - Ruby & Sapphire (Europe) (En,Fr,De,Es,It)","口袋妖怪弹珠台 (欧版) (En,Fr,De,Es,It)"
1227,"Mario & Luigi - Superstar Saga (Europe) (En,Fr,De,Es,It)","马里奥与路易RPG (欧版) (En,Fr,De,Es,It)"
1228,Minna no Soft Series - Shanghai (Japan),上海 (日版)
1229,"Yu-Gi-Oh! - Dungeon Dice Monsters (Europe) (En,Fr,De,Es,It)","游戏王-怪兽龙门骰 (欧版) (En,Fr,De,Es,It)"
1230,"Tiger Woods PGA Tour 2004 (USA, Europe)","老虎伍兹职业高尔夫2004PGA巡回赛 (美版, 欧版)"
1231,Buffy contre les Vampires - La Colere de Darkhul (France),吸血鬼杀手巴菲-返回黑暗世界 (法版)
1232,"SSX 3 (USA, Europe)","疾风滑雪板3 (美版, 欧版)"
1233,"Prince of Persia - The Sands of Time (Europe) (En,Fr,De,Es,It,Nl)","波斯王子-时之沙 (欧版) (En,Fr,De,Es,It,Nl)"
1234,"Beyblade V-Force - Ultimate Blader Jam (Europe) (En,Fr,De,Es,It)","爆转陀螺王 (欧版) (En,Fr,De,Es,It)"
1235,Slime Morimori Dragon Quest - Shougeki no Shippo Dan (Japan),勇者斗恶龙之元气史莱姆-冲击的尾巴团 (日版)
1236,Minna no Soft Series - Minna no Mahjong (Japan),全民麻将 (日版)
1237,Sanrio Puroland - All Characters (Japan),三丽鸥漫画全明星 (日版)
1238,Minna no Soft Series - Zooo (Japan),动物饲养员 (日版)
1239,Onimusha Tactics (USA),鬼舞者战略版 (美版)
1240,Justice League - Chronicles (USA),正义联盟历代记 (美版)
1241,Cartoon Network Speedway (USA),卡通网-高速飙车 (美版)
1242,"Magical Quest 2 Starring Mickey & Minnie (USA) (En,Fr,De)","迪斯尼的米奇老鼠2 (美版) (En,Fr,De)"
1243,Crash Nitro Kart (USA),古惑狼赛车 (美版)
1244,Ultimate Beach Soccer (USA),沙滩足球 (美版)
1245,"Hobbit, The - The Prelude to the Lord of the Rings (USA)",魔戒前传-霍比特人历险记 (美版)
1246,Spirits & Spells (USA),幽灵与符咒 (美版)
1247,Double Dragon Advance (USA),双截龙 (美版)
1248,"Sword of Mana (USA, Australia)","新约圣剑传说 (美版, 澳版)"
1249,Harvest Moon - Friends of Mineral Town (USA),牧场物语-矿石镇的朋友们 (美版)
1250,"Finding Nemo (Europe) (Fr,Nl)","海底总动员-寻找伦莫 (欧版) (Fr,Nl)"
1251,"Spyro Adventure (Europe) (En,Fr,De,Es,It,Nl)","小龙斯派罗-瑞诺西斯的攻击 (欧版) (En,Fr,De,Es,It,Nl)"
1252,"Looney Tunes - Back in Action (USA, Europe) (En,Fr,De,Es,It)","华纳明星总动员 (美版, 欧版) (En,Fr,De,Es,It)"
1253,Mickey to Donald no Magical Quest 3 (Japan),迪斯尼米老鼠和唐老鸭3 (日版)
1254,Spy Kids 3-D - Game Over (Europe),非常间谍小子3D (欧版)
1255,"Kim Possible (Europe) (En,Fr,De,Es)","迪斯尼之麻辣女孩1 (欧版) (En,Fr,De,Es)"
1256,"007 - Everything or Nothing (USA, Europe) (En,Fr,De)","詹姆斯邦德007-谁与争锋 (美版, 欧版) (En,Fr,De)"
1257,"Medal of Honor - Infiltrator (USA, Europe) (En,Fr,De)","荣誉勋章-渗透者 (美版, 欧版) (En,Fr,De)"
1258,Mario & Luigi - Superstar Saga (USA),马里奥与路易RPG (美版)
1259,"Terminator 3 - Rise of the Machines (Europe) (En,Fr,De,Es,It)","终结者3机器的崛起 (欧版) (En,Fr,De,Es,It)"
1260,Beyblade V-Force - Ultimate Blader Jam (USA),爆转陀螺王-力量之最终冲击 (美版)
1261,Terminator 3 - Rise of the Machines (USA),终结者3机器的崛起 (美版)
1262,CIMA - The Enemy (USA),半兽敌人 (美版)
1263,Star Wars - Flight of the Falcon (USA),星球大战-猎鹰飞行队 (美版)
1264,Mario & Luigi RPG (Japan),马里奥与路易RPG (日版)
1265,"Star Wars - Flight of the Falcon (Europe) (En,Fr,De)","星球大战-猎鹰飞行队 (欧版) (En,Fr,De)"
1266,Harry Potter - Quidditch World Cup (Japan),哈里波特-魁地奇世界杯 (日版)
1267,"SimCity 2000 (Europe) (En,Fr,De,Es,It)","模拟城市2000 (欧版) (En,Fr,De,Es,It)"
1268,"Mucha Lucha! - Mascaritas of the Lost Code (USA) (En,Fr,Es)","穆夏露萨-马卡三人组丢失的密码 (美版) (En,Fr,Es)"
1269,Green Eggs and Ham by Dr. Seuss (USA),苏斯格林博士-火腿与鸡蛋 (美版)
1270,American Idol (USA),美国偶像超巨星节拍 (美版)
1271,"Teenage Mutant Ninja Turtles (Europe) (En,Fr,De,Es,It)","忍者神龟 (欧版) (En,Fr,De,Es,It)"
1272,Hot Wheels - World Race (USA),火热飞轮-世界赛车 (美版)
1273,F-Zero - Falcon Densetsu (Japan),零式赛车-猎鹰传说 (日版)
1274,"Crash Nitro Kart (Europe) (En,Fr,De,Es,It,Nl)","古惑狼赛车 (欧版) (En,Fr,De,Es,It,Nl)"
1275,SD Gundam G Generation Advance (Japan),SD高达G世纪 (日版)
1276,Hot Wheels - World Race (Europe),火热飞轮-世界赛车 (欧版)
1277,Oddworld - Munch's Oddysee (Germany),阿比逃亡记-奇异世界 (德版)
1278,Dragon Ball Z - Taiketsu (USA),龙珠Z-对决 (美版)
1279,"Crouching Tiger, Hidden Dragon (Europe) (En,Fr,De,Es,It)","卧虎藏龙 (欧版) (En,Fr,De,Es,It)"
1280,"Worms World Party (USA) (En,Fr,De,Es,It)","百战天虫 (美版) (En,Fr,De,Es,It)"
1281,Dora the Explorer - Super Spies (USA),探险家朵拉-超级间谍 (美版)
1282,"Premier Manager 2003-04 (Europe) (En,Fr,De,It)","职业足球经理2003-2004 (欧版) (En,Fr,De,It)"
1283,"Mission Impossible - Operation Surma (Europe) (En,Fr,De,Es,It)","碟中谍-舍马行动 (欧版) (En,Fr,De,Es,It)"
1284,Gachasute! Dino Device 2 - Dragon (Japan),转转蛋怪兽蛋2-龙版 (日版)
1285,Gachasute! Dino Device 2 - Phoenix (Japan),转转蛋怪兽蛋2-凤凰版 (日版)
1286,Onimusha Tactics (Europe),鬼舞者战略版 (欧版)
1287,"Lizzie McGuire (Europe) (En,Fr,De,Es)","平民天后 (欧版) (En,Fr,De,Es)"
1288,Power Pro Kun Pocket 6 (Japan),实况Q版口袋棒球6 (日版)
1289,Yu Yu Hakusho - Ghostfiles - Spirit Detective (USA),幽游白书-灵界侦探 (美版)
1290,"Sonic Battle (Japan) (En,Ja)","索尼克战斗 (日版) (En,Ja)"
1291,Pazuninn - Umininn no Puzzle de Nimu (Japan),魔幻弹力球 (日版)
1292,Deutschland Sucht den Superstar (Germany),美国偶像超巨星节拍 (德版)
1293,"Sims, The - Bustin' Out (USA, Europe) (En,Fr,De,Es,It,Nl)","模拟人生-纯属意外 (美版, 欧版) (En,Fr,De,Es,It,Nl)"
1294,Activision Anthology (USA),亚特逊经典老游戏合辑 (美版)
1295,Ultimate Winter Games (USA),终极冬季运动会 (美版)
1296,Game & Watch Gallery 4 (USA),任天堂博物馆4 (美版)
1297,Koinu-chan no Hajimete no Osanpo - Koinu no Kokoro Ikusei Game (Japan),可爱小狗养育计划 (日版)
1298,Cinnamoroll - Koko ni Iru yo (Japan),长耳狗-就在这里 (日版)
1299,"Sitting Ducks (Europe) (En,Fr,De,Es,It,Nl)","坐坐鸭 (欧版) (En,Fr,De,Es,It,Nl)"
1300,Rockman EXE 4 - Tournament Blue Moon (Japan),洛克人战斗网络EXE4-蓝月亮 (日版)
1301,Rockman EXE 4 - Tournament Red Sun (Japan),洛克人战斗网络EXE4-红太阳 (日版)
1302,Peter Pan - The Motion Picture Event (USA),小飞侠-电影版 (美版)
1303,Cardcaptor Sakura - Sakura Card de Mini Game (Japan),库洛魔法使-库洛的迷你游戏 (日版)
1304,Konjiki no Gashbell!! - Unare! Yuujou no Zakeru (Japan),魔界小金毛-共鸣友情的电击 (日版)
1305,Bokujou Monogatari - Mineral Town no Nakama-tachi for Girl (Japan),牧场物语-矿石镇的伙伴们-女孩篇 (日版)
1306,"Spy Muppets - License to Croak (USA) (En,Fr,De,Es,It,Nl)","木偶间谍-特遣青蛙 (美版) (En,Fr,De,Es,It,Nl)"
1307,Croket! 3 - Granu Oukoku no Nazo (Japan),馅饼3-砂糖王国之谜 (日版)
1308,Gegege no Kitarou - Kikiippatsu! Youkai Rettou (Japan),鬼太郎-危机一发妖怪列岛 (日版)
1309,"King of Fighters EX 2, The - Howling Blood (USA)",格斗之王EX2-嚎叫的血液 (美版)
1310,Wagamama Fairy Mirumo de Pon! - 8 Nin no Toki no Yousei (Japan),任性妖精Mirumo-八目妖精 (日版)
1311,Super Donkey Kong (Japan),超级大金刚1 (日版)
1312,Finding Nemo (Japan),海底总动员 (日版)
1313,Astro Boy - Tetsuwan Atom - Atom Heart no Himitsu (Japan),铁臂阿童木-阿童木心之秘密 (日版)
1314,Disney Sports - Snowboarding (USA),迪斯尼全明星体育系列-滑雪板 (美版)
1315,Crash Bandicoot Advance 2 - Guruguru Saimin Dai-panic! (Japan),古惑狼2 (日版)
1316,Max Payne (USA),英雄本色-马克思·佩恩 (美版)
1317,Minna no Soft Series - Tetris Advance (Japan),全民游戏系列-俄罗斯方块 (日版)
1318,Ochaken no Heya (Japan),小狗的窝 (日版)
1319,"Need for Speed - Underground (USA, Europe) (En,Fr,De,It)","极品飞车-地下狂飙 (美版, 欧版) (En,Fr,De,It)"
1320,Sylvanian Families - Yousei no Stick to Fushigi no Ki - Marron-inu no Onnanoko (Japan),妖精之杖-不可思议的大树 (日版)
1321,Simple 2960 Tomodachi Series Vol. 4 - The Trump - Minna de Asoberu 12 Shurui no Trump Game (Japan),简单2960第四集-王牌扑克 (日版)
1322,Wanwan Meitantei (Japan),汪汪名侦探 (日版)
1323,Ashita no Joe - Makka ni Moeagare! (Japan),小拳王-赤热之战! (日版)
1324,SimCity 2000 (USA),模拟城市2000 (美版)
1325,"LEGO Racers 2 (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)","乐高赛车2 (欧版) (En,Fr,De,Es,It,Nl,Sv,Da)"
1326,"Altered Beast - Guardian of the Realms (Europe) (En,Fr,De,Es,It)","兽王记-王国的守护者 (欧版) (En,Fr,De,Es,It)"
1327,Tekken Advance (Europe),铁拳 (欧版)
1328,Minna no Ouji-sama (Japan),网球王子-方块篇 (日版)
1329,Gekido Advance - Kintaro's Revenge (USA),究级截拳道 (美版)
1330,ESPN International Winter Sports (Europe),ESPN盐湖城冬季奥运2002 (欧版)
1331,Gojira - Kaijuu Dairantou Advance (Japan),哥斯拉怪兽大乱斗 (日版)
1332,"Sonic Battle (USA) (En,Ja,Fr,De,Es,It)","索尼克战斗 (美版) (En,Ja,Fr,De,Es,It)"
1333,Minna no Soft Series - Hyokkori Hyoutan-jima - Don Gabacho Daikatsuyaku no Maki (Japan),全民游戏系列-葫芦孤岛漂流记 (日版)
1334,Shining Soul (USA),光明之魂1 (美版)
1335,"Freekstyle (Europe) (En,Fr,De,Es,It)","疯狂越野摩托 (欧版) (En,Fr,De,Es,It)"
1336,"Road Rash - Jailbreak (Europe) (En,Fr,De,Es,It)","暴力摩托车 (欧版) (En,Fr,De,Es,It)"
1337,Baldur's Gate - Dark Alliance (USA),博得之门-黑暗联盟 (美版)
1338,Gyakuten Saiban 3 (Japan),逆转裁判3 (日版)
1339,Tiny Toon Adventures - Wacky Stackers (USA),宾尼兔冒险-古怪蛋方块 (美版)
1340,"Sims, The (Japan)",模拟人生-纯属意外 (日版)
1341,Pocket Monsters - FireRed (Japan),口袋妖怪-火红 (日版)
1342,"Super Bubble Pop (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv)","超级立体泡泡 (欧版) (En,Fr,De,Es,It,Nl,Pt,Sv)"
1343,Pocket Monsters - LeafGreen (Japan),口袋妖怪-火红 (日版)
1344,"Scooby-Doo! - Mystery Mayhem (Europe) (En,Fr,De)","史诺比鬼屋历险-隐秘的罪证 (欧版) (En,Fr,De)"
1345,"Yu-Gi-Oh! - The Sacred Cards (Europe) (En,Fr,De,Es,It)","游戏王-神圣的卡片 (欧版) (En,Fr,De,Es,It)"
1346,"Brother Bear (Europe) (Fr,De,Es,It,Nl,Sv,Da)","迪斯尼小熊的兄弟们 (欧版) (Fr,De,Es,It,Nl,Sv,Da)"
1347,"Yu-Gi-Oh! Duel Monsters Expert 3 (Japan) (En,Ja,Fr,De,Es,It)","游戏王Expert3 (日版) (En,Ja,Fr,De,Es,It)"
1348,"SpongeBob SquarePants - Battle for Bikini Bottom (Europe) (En,Fr,De)","鲍勃斯邦奇-比基尼岛的冒险 (欧版) (En,Fr,De)"
1349,"Baldur's Gate - Dark Alliance (Europe) (En,Fr,De,Es,It)","博得之门-黑暗联盟 (欧版) (En,Fr,De,Es,It)"
1350,Mr. Driller 2 (Europe),钻子先生2 (欧版)
1351,Metroid - Zero Mission (USA),银河战士2-初始任务 (美版)
1352,"Puyo Pop (Europe) (En,Ja)","魔法气泡大会战 (欧版) (En,Ja)"
1353,Disney Principesse (Italy),迪斯尼公主 (意版)
1354,"Corvette (USA) (En,Fr,De,Es,It)","克尔维特汽车-50周年纪念 (美版) (En,Fr,De,Es,It)"
1355,Ozzy & Drix (USA),捍卫战士 (美版)
1356,Mermaid Melody - Pichi Pichi Pitch - Pichi Pichi Party (Japan),人鱼旋律 (日版)
1357,Jet Set Radio (Europe),喷射小子-街头涂鸦 (欧版)
1358,"Need for Speed - Porsche Unleashed (Europe) (En,Fr,De,Es,It)","极品飞车-宝石捷之旅 (欧版) (En,Fr,De,Es,It)"
1359,"Yu-Gi-Oh! - World Championship Tournament 2004 (USA) (En,Ja,Fr,De,Es,It)","游戏王-世界锦标赛2004 (美版) (En,Ja,Fr,De,Es,It)"
1360,"CT Special Forces (USA) (En,Fr,De,Es,It,Nl)","CT特种部队1 (美版) (En,Fr,De,Es,It,Nl)"
1361,Bruce Lee - Return of the Legend (USA),李小龙-英雄再现 (美版)
1362,Famicom Mini 03 - Ice Climber (Japan) (En),任天堂FC珍藏游戏系列第3辑-冰人 (日版) (En)
1363,Famicom Mini 07 - Xevious (Japan) (En),任天堂FC珍藏游戏系列第7辑-铁板阵 (日版) (En)
1364,Famicom Mini 01 - Super Mario Bros. (Japan) (En) (Rev 1),任天堂FC珍藏游戏系列第1辑-超级马里奥 (日版) (En) (Rev 1)
1365,Pitfall - The Lost Expedition (Europe),玛亚历险记-迷失的探险队 (欧版)
1366,Famicom Mini 02 - Donkey Kong (Japan) (En),任天堂FC珍藏游戏系列第2辑-大金钢 (日版) (En)
1367,Famicom Mini 05 - Zelda no Densetsu 1 - The Hyrule Fantasy (Japan),任天堂FC珍藏游戏系列第5辑-赛尔达传说 (日版)
1368,Famicom Mini 08 - Mappy (Japan) (En),任天堂FC珍藏游戏系列第8辑-快乐鼠 (日版) (En)
1369,Chessmaster (Germany),国际象棋大师 (德版)
1370,Harvest Moon - Friends of Mineral Town (Germany),牧场物语-矿石镇的朋友们 (德版)
1371,Famicom Mini 10 - Star Soldier (Japan) (En),任天堂FC珍藏游戏系列第10辑-雷鸟号 (日版) (En)
1372,Famicom Mini 04 - Excitebike (Japan) (En),任天堂FC珍藏游戏系列第4辑-机车大赛 (日版) (En)
1373,Famicom Mini 09 - Bomber Man (Japan) (En),任天堂FC珍藏游戏系列第9辑-炸弹人 (日版) (En)
1374,Famicom Mini 06 - Pac-Man (Japan) (En),任天堂FC珍藏游戏系列第6辑-吃豆 (日版) (En)
1375,"Peter Pan - The Motion Picture Event (Europe) (En,Fr,De,Es,It)","小飞侠电影版 (欧版) (En,Fr,De,Es,It)"
1376,Pitfall - L'Expedition Perdue (France),玛亚历险记-迷失的探险队 (法版)
1377,"Finding Nemo (Europe) (Es,It)","海底总动员 (欧版) (Es,It)"
1378,Gakuen Senki Muryou (Japan),学院战记无量 (日版)
1379,Banjo-Kazooie - La Vendetta di Grunty (Italy),琴音笛声-格兰蒂的复仇 (意版)
1380,"Monsters, Inc. (Europe) (En,Es,Nl)","怪兽公司 (欧版) (En,Es,Nl)"
1381,Downtown - Nekketsu Monogatari EX (Japan),热血物语EX (日版)
1382,Atari Anniversary Advance (Europe),雅利达游戏合集 (欧版)
1383,"Snood (Europe) (En,Fr,De,Es,It)","怪投射波 (欧版) (En,Fr,De,Es,It)"
1384,Mega Man Battle Chip Challenge (USA),洛克人EXE战斗芯片锦标赛 (美版)
1385,Taiketsu! Ultra Hero (Japan),激斗!英雄奥特曼 (日版)
1386,Guilty Gear X - Advance Edition (USA),罪恶客星X (美版)
1387,"Shining Soul II (Europe) (En,Fr,De,Es,It)","光明之魂2 (欧版) (En,Fr,De,Es,It)"
1388,"Tom Clancy's Splinter Cell - Pandora Tomorrow (Europe) (En,Fr,De,Es,It,Nl)","分裂细胞明日潘多拉 (欧版) (En,Fr,De,Es,It,Nl)"
1389,One Piece - Going Baseball - Kaizoku Yakyuu (Japan),海贼王热血棒球 (日版)
1390,"Aladdin (Europe) (En,Fr,De,Es)","迪斯尼-阿拉丁 (欧版) (En,Fr,De,Es)"
1391,Pop Idol (Europe),美国偶像超巨星节拍 (欧版)
1392,"Sabre Wulf (Europe) (En,Fr,De)","剑齿虎 (欧版) (En,Fr,De)"
1393,"Tak and the Power of Juju (Europe) (En,Fr,De)","塔克和符咒的神力 (欧版) (En,Fr,De)"
1394,"Cat in the Hat, The (Europe) (En,Fr,De,Es,It)","爱戴帽子的猫博士 (欧版) (En,Fr,De,Es,It)"
1395,"Sword of Mana (Europe) (Fr,De)","新约圣剑传说 (欧版) (Fr,De)"
1396,Yu-Gi-Oh! - Sugoroku no Sugoroku (Japan),游戏王-双六的骰子 (日版)
1397,"Scooby-Doo 2 - Monsters Unleashed (USA, Europe)","史酷比2-脱缰的怪物 (美版, 欧版)"
1398,R-Type III - The Third Lightning (USA),R飞行队III (美版)
1399,Mega Man Battle Chip Challenge (Europe),洛克人EXE战斗芯片锦标赛 (欧版)
1400,"Dragon Ball Z - Taiketsu (Europe) (En,Fr,De,Es,It)","龙珠Z-对决 (欧版) (En,Fr,De,Es,It)"
1401,"Max Payne Advance (Europe) (En,Fr,De)","英雄本色-马克思·佩恩 (欧版) (En,Fr,De)"
1402,"Sword of Mana (Europe) (Es,It)","新约圣剑传说 (欧版) (Es,It)"
1403,"Magical Quest 3 Starring Mickey & Donald (Europe) (En,Fr,De)","迪斯尼-米老鼠&唐老鸭3 (欧版) (En,Fr,De)"
1404,"Wade Hixton's Counter Punch (USA, Europe)","维德-汉克斯的反击 (美版, 欧版)"
1405,Tantei Gakuen Q - Kyuukyoku Trick ni Idome! (Japan),侦探学院Q-名侦探就是你! (日版)
1406,Mermaid Melody - Pichi Pichi Pitch - Pichi Pichitto Live Start! (Japan),美人鱼之韵-活力之舞-活力现场演奏会 (日版)
1407,Dragon Ball Z - Bukuu Tougeki (Japan),龙珠Z-舞空斗剧 (日版)
1408,Double Dragon Advance (Japan),双截龙 (日版)
1409,Simple 2960 Tomodachi Series Vol. 3 - The Itsudemo Puzzle - Massugu Soroete Straws (Japan),简单2960第一集-桌面游戏 (日版)
1410,Hagane no Renkinjutsushi - Meisou no Rondo (Japan),钢之炼金术士-迷走之轮舞曲 (日版)
1411,"Franklin the Turtle (Europe) (En,Fr,De,It,Sv,No,Da,Fi)","海龟富兰克林 (欧版) (En,Fr,De,It,Sv,No,Da,Fi)"
